id;CC;CD;DT;EX;FW;IN;JJ;JJR;JJS;LS;MD;NN;NNS;NNP;NNPS;PDT;POS;PRP;PRP$;RB;RBR;RBS;RP;SYM;TO;UH;VB;VBD;VBG;VBN;VBP;VBZ;WDT;WP;WP$;WRB;Class
71.txt;1;0;12;0;0;9;0;0;0;0;0;13;2;1;0;0;0;3;0;6;0;0;0;0;1;0;1;8;0;2;0;0;0;0;0;1;2
140.txt;6;3;22;0;0;16;13;0;0;0;5;27;12;7;0;0;0;6;4;5;0;0;0;0;8;0;10;7;2;0;1;3;0;0;0;1;2
138.txt;4;2;12;0;0;10;5;0;0;0;0;19;6;5;0;0;0;4;1;3;0;0;0;0;3;0;4;4;0;3;1;4;1;0;0;0;2
102.txt;2;1;8;0;0;11;3;0;0;0;0;10;3;5;0;0;1;10;2;4;0;0;1;0;4;0;3;12;0;1;0;0;0;0;0;2;2
11.txt;3;2;6;0;0;7;2;0;0;0;1;11;8;4;0;0;0;1;1;2;0;0;0;0;2;0;2;3;1;1;0;2;0;0;0;0;2
69.txt;2;3;13;0;0;12;1;0;0;0;1;17;7;1;0;0;0;4;3;3;0;0;0;0;2;0;3;4;1;0;3;3;0;0;0;0;2
76.txt;6;4;11;0;0;10;4;1;1;0;2;10;7;3;0;0;0;5;0;6;0;0;0;0;4;0;4;14;0;2;0;0;0;2;0;0;2
150.txt;2;3;10;0;0;11;6;0;0;0;0;18;8;0;0;0;0;2;1;2;0;0;0;0;2;0;0;0;1;4;6;3;0;0;0;0;2
30.txt;2;2;7;0;1;10;1;0;1;0;1;12;4;10;0;0;2;3;1;1;0;0;0;0;0;0;1;5;0;1;0;1;0;0;0;0;2
149.txt;1;4;7;0;0;7;4;0;0;0;1;13;6;10;0;0;2;4;4;1;0;0;0;0;1;0;1;7;2;1;0;4;2;0;0;0;2
50.txt;4;1;17;0;0;13;4;0;0;0;0;21;6;0;0;0;1;11;0;6;0;0;0;0;1;0;1;11;0;1;1;5;0;0;0;0;2
126.txt;3;1;15;0;0;14;11;0;1;0;0;18;8;6;0;0;2;5;1;1;0;0;2;0;2;0;2;13;1;1;0;0;0;0;0;0;2
125.txt;3;0;6;0;0;12;7;4;0;0;2;15;8;2;1;0;3;6;5;6;0;0;0;0;3;0;4;2;2;1;3;8;1;0;0;0;2
6.txt;3;1;9;1;0;5;4;0;0;0;1;4;11;3;0;0;0;5;1;4;0;0;1;0;3;0;3;6;0;0;4;0;0;0;0;0;2
105.txt;2;4;8;0;0;10;6;0;0;0;0;12;7;4;0;0;0;5;1;2;0;0;0;0;1;0;1;3;1;6;5;2;1;1;0;1;2
41.txt;3;1;9;0;0;9;5;0;0;0;0;15;1;0;0;0;0;6;2;3;0;0;0;0;1;0;1;1;1;2;0;9;0;0;0;0;2
35.txt;2;0;6;0;0;8;4;0;0;0;1;10;7;2;0;0;0;5;0;2;0;0;0;0;2;0;3;8;1;1;1;1;1;0;0;1;2
70.txt;3;3;4;1;0;10;7;0;0;0;0;8;5;2;0;0;0;5;3;3;0;0;0;0;1;0;3;0;1;0;0;7;1;0;0;0;2
104.txt;3;0;10;0;0;11;1;0;0;0;0;14;2;3;0;0;0;6;0;1;0;0;0;0;2;0;1;6;2;1;0;1;0;0;0;0;2
98.txt;2;1;14;0;0;10;3;0;0;0;1;18;1;1;0;0;0;6;1;3;0;0;0;0;3;0;3;8;1;1;1;0;0;1;0;1;2
52.txt;7;0;10;0;0;10;5;0;0;0;0;20;3;0;1;0;1;9;8;3;1;0;0;0;2;0;1;16;3;0;0;1;0;0;0;0;2
94.txt;2;1;12;1;0;7;4;0;0;0;0;11;4;1;0;0;0;1;0;3;0;0;0;0;0;0;0;9;2;0;0;0;0;0;0;0;2
3.txt;4;2;12;0;0;3;4;0;0;0;0;9;6;1;0;0;0;3;0;5;0;0;0;0;1;0;1;8;1;3;1;0;0;0;0;1;2
46.txt;4;0;6;0;0;4;3;0;0;0;1;12;4;1;0;0;1;7;0;4;0;0;0;0;2;0;2;7;1;1;0;0;0;0;0;0;2
80.txt;5;0;18;0;0;12;4;0;0;0;0;24;1;2;0;0;1;4;0;3;0;0;1;0;2;0;2;9;1;0;1;3;0;1;0;0;2
122.txt;4;2;14;0;0;5;7;0;0;0;1;18;4;1;0;0;0;3;0;5;0;1;0;0;2;0;2;7;2;4;1;3;0;0;0;1;2
59.txt;1;2;13;0;0;10;7;0;2;0;1;20;7;1;0;0;0;5;4;6;0;0;0;0;2;0;3;1;2;0;3;10;1;0;0;1;2
137.txt;1;7;14;0;0;15;4;0;0;0;0;20;5;9;0;0;1;5;1;5;0;0;1;0;1;0;1;12;0;2;1;1;1;3;0;0;2
92.txt;3;5;12;0;0;9;4;0;1;0;1;16;9;1;0;0;1;5;1;1;1;0;0;0;1;0;1;4;0;0;1;3;0;0;0;0;2
20.txt;4;4;9;0;0;7;3;0;1;0;2;11;4;4;0;0;0;5;2;3;0;0;0;0;1;0;2;3;0;0;0;5;0;0;0;0;2
33.txt;1;1;11;0;0;8;3;0;0;0;1;12;1;3;0;0;0;0;0;2;0;0;0;0;0;0;2;3;0;0;1;0;0;0;0;0;2
8.txt;1;3;6;0;0;12;4;0;0;0;0;7;5;1;0;0;0;9;0;6;0;0;1;0;0;0;0;7;1;1;3;1;0;0;0;0;2
38.txt;1;0;6;0;0;4;3;0;0;0;0;8;1;3;0;0;1;2;1;2;0;0;0;0;3;0;2;6;1;1;1;0;0;0;0;1;2
29.txt;4;0;17;0;0;10;6;0;0;0;1;20;11;4;0;0;0;3;0;2;0;0;0;0;0;0;1;3;1;3;2;4;1;0;0;0;2
1.txt;5;1;24;0;0;16;6;0;0;0;1;31;2;2;0;0;0;7;0;6;1;0;1;0;2;0;3;14;1;0;0;2;1;0;0;0;2
68.txt;2;3;10;1;0;7;2;0;0;0;0;15;3;2;0;0;0;10;1;1;0;0;0;0;0;0;0;13;0;0;1;0;0;0;0;2;2
152.txt;3;0;10;1;0;12;5;0;0;0;2;11;8;3;0;0;0;8;2;4;0;0;0;0;4;0;4;6;1;1;0;2;0;0;0;0;2
74.txt;2;1;5;0;0;3;5;0;0;0;0;5;5;12;0;0;1;3;0;1;0;0;1;0;5;0;4;5;0;0;0;0;0;0;0;0;2
110.txt;1;3;14;1;0;10;6;0;1;0;2;19;6;3;0;0;2;2;1;1;1;0;0;0;1;0;4;2;0;0;1;6;1;0;0;0;2
51.txt;2;2;9;0;0;6;5;0;0;0;0;8;2;9;0;0;0;2;1;0;0;0;1;0;1;0;1;4;0;0;0;1;0;0;0;0;2
58.txt;0;0;11;1;0;11;4;0;0;0;0;18;4;7;0;1;2;1;1;0;0;0;0;0;3;0;2;4;0;1;1;1;0;0;0;0;2
128.txt;1;4;11;0;0;13;6;0;0;0;1;11;5;7;1;0;0;10;0;5;0;1;0;0;1;0;4;6;0;1;1;5;0;0;0;0;2
44.txt;1;0;10;0;0;9;2;0;0;0;0;12;1;1;0;0;0;8;2;4;0;0;1;0;0;0;1;12;1;0;0;0;0;0;0;1;2
18.txt;3;2;11;1;0;9;4;2;0;0;2;12;5;1;0;0;1;1;0;2;0;0;0;0;0;0;2;5;0;1;0;1;0;0;0;0;2
56.txt;2;0;12;0;0;8;2;0;0;0;2;18;0;1;0;0;1;5;1;4;0;0;1;0;1;0;2;8;2;0;1;1;0;0;0;1;2
111.txt;2;10;7;1;0;13;8;0;0;0;0;14;11;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;3;0;0;0;0;2
115.txt;0;2;2;0;0;3;2;0;0;0;0;4;3;4;0;0;0;2;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;2
67.txt;2;3;13;0;0;9;2;1;0;0;0;12;8;1;0;0;1;1;0;0;0;0;0;0;2;0;1;3;0;1;2;3;0;0;0;0;2
93.txt;6;5;14;0;0;7;4;0;0;0;0;17;2;6;0;0;1;3;3;9;0;0;0;0;1;0;1;9;0;0;0;3;0;1;0;0;2
130.txt;2;0;4;0;0;3;2;0;0;0;0;2;2;9;0;0;0;5;0;4;0;0;0;0;0;0;1;7;1;0;0;0;0;1;0;0;2
39.txt;3;2;7;0;0;13;6;0;0;0;0;16;8;4;0;0;1;4;1;1;0;0;0;0;3;0;0;3;1;0;4;3;0;0;0;0;2
79.txt;2;4;14;0;0;12;6;0;0;0;3;14;5;1;0;0;0;5;1;3;0;0;0;0;2;0;3;4;0;1;2;1;0;0;0;0;2
134.txt;1;2;10;0;0;7;3;0;1;0;2;11;2;7;0;0;0;4;0;1;0;0;0;0;3;0;4;4;1;1;0;2;0;0;0;0;2
77.txt;1;1;4;0;0;4;1;0;0;0;0;6;1;3;0;0;0;5;1;2;0;0;0;0;1;0;0;4;0;0;0;1;0;0;0;0;2
117.txt;0;1;3;0;0;9;1;1;1;0;0;7;6;8;0;0;0;3;1;3;0;0;0;0;0;0;0;3;0;1;1;2;0;1;0;0;2
95.txt;4;0;9;0;0;13;4;0;0;0;0;15;8;1;0;0;0;14;5;6;0;0;0;0;4;0;4;7;1;0;4;10;1;1;0;0;2
131.txt;4;1;10;1;0;13;5;1;0;0;2;15;10;3;0;0;0;8;1;2;0;0;0;0;1;0;5;2;0;0;6;3;0;0;0;0;2
135.txt;3;1;7;1;0;4;4;0;1;0;0;9;5;2;0;0;0;1;0;0;0;0;0;0;1;0;0;6;1;0;0;1;0;0;0;1;2
28.txt;4;1;9;0;0;6;3;0;0;0;0;10;2;2;0;0;1;4;0;1;0;0;0;0;1;0;1;7;2;2;1;1;0;0;0;0;2
31.txt;4;4;9;0;0;9;5;0;1;0;0;17;9;1;0;0;0;4;2;4;0;0;0;0;1;0;2;0;0;0;3;7;1;0;0;1;2
83.txt;3;3;9;0;0;10;11;1;0;0;2;6;8;2;0;0;0;6;0;9;1;1;0;0;1;0;3;7;1;1;3;0;0;0;0;0;2
118.txt;3;0;11;0;0;8;7;0;0;0;0;14;4;1;0;0;0;6;1;1;0;0;0;0;1;0;1;4;0;1;0;5;0;1;0;0;2
90.txt;1;3;16;0;0;23;9;0;0;0;1;14;9;20;3;0;5;7;0;3;0;0;0;0;3;0;4;15;0;1;1;2;0;1;0;0;2
78.txt;4;1;12;1;0;11;11;0;1;0;0;15;2;8;0;0;0;4;1;3;0;0;1;0;3;0;4;6;3;0;2;1;0;1;0;0;2
5.txt;2;1;13;0;0;5;3;0;0;0;1;12;4;5;0;0;0;2;0;6;0;0;0;0;2;0;2;3;0;0;0;3;0;0;0;1;2
10.txt;1;1;8;0;0;9;2;0;0;0;0;12;3;3;0;0;1;1;0;1;0;0;0;0;0;0;0;5;2;1;0;1;0;0;0;0;2
146.txt;1;0;6;0;0;5;4;0;0;0;0;11;2;0;0;0;1;3;1;1;0;0;0;0;1;0;1;9;0;3;0;0;1;0;0;2;2
88.txt;2;2;10;0;0;10;4;1;0;0;0;12;6;3;0;0;0;1;1;0;0;0;0;0;1;0;1;7;0;3;2;0;0;0;0;0;2
106.txt;1;1;9;0;0;9;4;0;0;0;0;11;1;8;0;0;1;3;2;1;0;0;0;0;3;0;1;8;2;0;0;1;0;1;0;0;2
139.txt;2;3;19;0;0;23;10;0;1;0;4;21;9;4;0;0;2;12;2;10;2;0;0;0;2;0;7;2;0;0;2;11;0;0;0;1;2
2.txt;5;0;14;1;0;10;2;0;0;0;0;16;5;1;0;0;1;3;1;0;0;0;0;0;2;0;0;9;0;0;0;1;0;0;0;0;2
57.txt;2;0;19;0;0;12;2;0;0;0;0;21;5;2;0;0;1;5;2;4;0;0;0;0;0;0;1;13;1;0;0;0;0;0;0;1;2
103.txt;1;4;11;0;0;13;5;0;0;0;0;7;7;7;0;0;0;2;0;3;0;0;0;0;0;0;0;2;2;6;1;6;1;0;0;0;2
113.txt;3;1;8;0;0;9;5;0;1;0;2;10;5;1;0;0;0;7;1;5;0;1;1;0;0;0;2;2;1;1;0;5;0;0;0;1;2
119.txt;2;1;8;0;0;10;8;0;0;0;0;11;2;3;0;0;0;11;1;3;0;0;0;0;0;0;1;6;2;1;1;6;0;1;0;0;2
124.txt;2;4;11;1;0;15;8;2;0;0;2;14;8;5;0;0;0;4;1;2;0;0;0;0;0;0;2;6;1;1;0;4;2;1;0;0;3
34.txt;6;2;12;0;0;8;7;0;0;0;0;13;7;11;1;0;0;2;2;2;0;0;0;0;4;0;3;7;0;0;1;1;0;0;0;1;3
45.txt;3;3;9;0;0;16;3;0;0;0;0;8;12;7;0;0;0;4;2;2;0;0;1;0;2;0;0;7;3;2;1;1;1;1;0;1;3
4.txt;3;2;12;0;0;17;5;1;1;0;0;21;8;13;0;0;2;1;2;4;0;0;0;0;1;0;1;6;6;0;2;1;1;0;0;2;3
147.txt;6;3;5;0;0;11;6;0;0;0;1;7;5;4;0;0;0;7;2;4;0;0;1;0;8;0;9;10;4;2;1;2;0;0;0;1;3
47.txt;2;1;11;0;0;17;4;0;0;0;3;13;4;2;1;0;0;9;2;8;1;0;0;0;1;0;5;5;3;2;1;4;0;2;0;0;3
148.txt;0;1;13;0;0;19;9;2;0;0;0;11;10;10;0;0;0;2;2;5;0;0;0;0;1;0;2;5;2;6;4;3;1;2;0;0;3
100.txt;5;0;10;0;0;9;6;1;0;0;0;18;7;7;0;0;3;3;3;5;0;0;0;0;5;0;3;7;7;0;0;3;0;0;0;1;3
116.txt;5;0;15;0;0;6;2;0;0;0;0;25;0;2;0;0;1;4;1;5;0;0;1;0;6;0;5;12;1;3;1;0;0;0;0;1;3
87.txt;2;7;18;0;0;18;9;1;2;0;1;16;18;2;0;0;1;4;0;5;0;0;1;0;4;0;3;8;5;0;2;1;2;2;0;1;3
16.txt;3;3;18;0;0;15;8;1;1;0;1;15;5;11;0;0;1;3;0;3;0;0;0;0;3;0;6;4;2;1;0;3;1;0;0;0;3
127.txt;2;1;9;2;0;10;5;0;0;0;1;14;5;2;0;0;0;4;1;2;0;0;1;0;3;0;6;1;2;4;3;3;1;0;0;1;3
136.txt;2;2;11;0;0;11;6;1;1;0;1;11;10;2;0;0;0;6;2;3;0;0;0;0;2;0;2;3;5;3;3;2;0;1;0;0;3
62.txt;2;2;7;0;0;2;2;0;0;0;0;9;4;6;0;0;1;6;1;7;0;0;1;0;4;0;2;9;1;1;1;0;0;2;0;1;3
75.txt;4;3;11;1;0;17;7;0;1;0;1;14;4;13;0;0;2;8;0;4;0;0;2;0;3;0;5;7;3;3;3;7;0;3;0;2;3
86.txt;4;0;11;0;0;15;5;0;1;0;0;17;9;2;0;0;2;4;4;6;0;0;1;0;0;0;0;8;1;1;1;3;1;0;0;0;3
107.txt;4;3;19;0;0;20;11;0;2;0;2;19;14;12;0;0;0;2;1;5;0;0;1;0;2;0;4;6;4;1;2;1;2;0;0;0;3
142.txt;3;4;12;0;0;9;9;1;1;0;1;11;4;6;0;0;0;2;0;3;0;0;0;0;2;0;2;4;1;1;0;1;0;0;0;0;3
151.txt;2;5;13;1;0;15;7;0;0;0;0;17;7;5;0;0;1;1;0;2;0;0;0;0;0;0;0;4;0;2;2;4;0;0;0;0;3
32.txt;0;1;8;0;0;5;6;0;0;0;0;6;5;4;0;0;1;4;0;1;0;0;0;0;4;0;3;5;2;0;1;0;0;0;0;0;3
123.txt;3;1;11;0;0;16;4;0;0;0;2;15;7;5;0;0;0;6;1;1;0;0;0;0;2;0;4;6;6;1;3;0;0;0;0;0;3
64.txt;2;3;19;1;0;19;6;0;0;0;0;23;3;6;0;0;1;6;2;5;1;1;0;0;3;0;2;8;0;2;0;5;1;0;0;0;3
129.txt;1;4;10;0;0;10;6;0;1;0;0;13;10;1;0;0;1;1;2;1;0;0;0;0;2;0;1;4;2;2;0;0;0;0;0;0;3
9.txt;1;2;10;1;0;14;3;0;0;0;2;10;6;8;0;0;0;5;0;3;0;0;0;0;3;0;2;4;1;1;2;2;2;0;0;0;3
141.txt;2;1;8;0;0;8;4;0;0;0;0;4;8;4;0;0;0;2;0;3;0;0;2;0;2;0;1;6;2;3;0;0;0;0;0;0;3
15.txt;2;3;7;0;0;11;3;0;1;0;0;8;5;4;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;3
143.txt;3;2;12;0;0;11;7;0;1;0;2;17;7;2;0;0;2;2;1;1;0;0;0;0;2;0;3;1;3;1;0;4;1;0;0;0;3
7.txt;2;4;8;0;0;5;5;1;0;0;1;8;4;6;0;0;1;0;0;3;1;0;0;0;2;0;1;1;1;0;1;0;0;0;0;0;3
54.txt;0;0;9;0;0;7;3;0;1;0;1;17;5;12;0;0;1;2;2;0;0;0;0;0;3;0;2;3;4;2;0;2;0;0;0;0;3
65.txt;4;0;11;0;0;9;8;1;0;0;2;9;16;1;0;0;2;1;1;2;0;0;0;0;1;0;4;2;2;0;2;0;0;0;0;0;3
63.txt;6;2;8;0;0;13;3;0;0;0;1;16;7;6;0;0;2;11;7;4;0;0;0;0;5;0;6;5;0;3;2;9;1;0;0;0;3
19.txt;2;3;8;0;0;9;9;0;0;0;0;15;7;1;0;0;2;2;1;4;0;0;1;0;1;0;1;3;2;5;0;3;0;0;0;0;3
81.txt;1;2;8;0;0;7;4;0;0;0;0;16;3;3;0;0;2;4;2;1;0;0;1;0;1;0;2;3;3;0;1;3;1;0;0;0;3
43.txt;2;1;8;0;0;12;7;0;0;0;1;10;5;13;0;0;1;2;0;0;0;0;0;0;2;0;3;5;1;0;0;0;0;1;0;0;3
22.txt;4;1;7;0;0;10;5;0;0;0;0;9;7;8;0;0;0;1;1;0;0;0;0;0;1;0;1;5;1;1;2;0;0;0;0;0;3
26.txt;1;2;9;0;0;9;3;0;0;0;0;13;6;4;1;0;0;0;1;1;0;0;1;0;2;0;2;8;2;1;1;1;1;0;0;2;3
23.txt;1;3;8;0;0;10;6;0;0;0;0;11;6;4;1;0;1;1;0;1;0;0;0;0;2;0;3;3;1;0;1;2;1;0;0;0;3
153.txt;4;3;13;1;0;17;2;0;1;0;1;21;6;8;0;0;0;5;0;11;0;0;0;0;6;0;5;2;5;4;0;5;0;1;0;0;3
114.txt;3;5;27;1;0;21;14;0;0;0;1;25;13;4;0;0;1;3;2;4;0;1;0;0;3;0;2;13;1;4;1;2;2;0;0;0;3
112.txt;2;2;6;0;0;8;3;0;1;0;0;8;7;4;0;0;0;1;1;1;0;0;1;0;3;0;3;5;1;2;0;0;0;0;0;0;3
55.txt;4;3;10;0;0;10;4;0;0;0;0;16;3;4;0;0;0;8;3;1;0;0;1;0;3;0;3;9;5;0;0;1;0;1;0;1;3
89.txt;4;2;13;0;0;15;10;2;1;0;2;16;11;5;0;0;0;8;0;6;0;0;0;0;2;0;5;7;1;2;2;3;2;0;0;3;3
42.txt;2;0;12;1;0;3;2;0;0;0;0;17;4;2;0;0;0;0;1;5;0;0;0;0;1;0;0;7;2;0;1;0;0;0;0;1;3
82.txt;4;1;13;1;0;11;8;0;0;0;1;18;7;3;0;0;0;2;4;4;0;0;0;0;5;0;7;1;1;3;3;4;2;0;0;0;3
99.txt;4;2;15;0;0;8;7;0;1;0;0;18;5;1;0;0;1;0;1;6;0;0;0;0;4;0;1;8;2;3;0;1;1;0;0;1;3
91.txt;5;2;16;0;0;20;12;0;0;0;0;18;13;7;0;0;2;4;1;1;0;0;0;0;1;0;0;13;3;1;0;1;1;0;0;0;3
21.txt;5;1;11;0;0;9;5;0;0;0;0;15;8;7;0;0;1;1;0;3;0;0;3;0;0;0;0;13;2;1;1;1;0;1;0;0;3
101.txt;6;0;7;0;0;8;7;1;0;0;1;15;8;11;0;0;1;3;5;3;0;0;0;0;1;0;2;1;5;5;5;0;0;0;0;0;3
71.txt;2;0;16;0;0;14;1;0;0;0;2;15;4;1;0;0;0;3;0;9;0;0;1;0;2;0;4;7;2;5;0;0;0;0;0;1;3
140.txt;8;3;21;0;0;14;12;0;0;0;4;28;11;7;0;0;0;7;3;4;0;0;1;0;10;0;11;6;2;1;2;4;0;0;0;2;3
138.txt;4;3;12;0;0;11;8;0;0;0;1;22;5;8;0;0;0;7;2;3;0;0;1;0;3;0;3;3;3;6;3;7;1;0;0;1;3
102.txt;2;2;9;0;0;14;4;0;0;0;0;12;4;5;0;0;1;6;2;4;0;0;1;0;3;0;2;14;0;3;0;0;1;0;0;1;3
11.txt;5;3;10;1;0;13;7;0;0;0;1;15;10;9;0;0;0;3;1;5;0;0;0;0;2;0;0;10;2;2;0;2;0;0;0;0;3
69.txt;7;3;20;1;0;23;3;0;0;0;1;33;11;1;0;0;0;6;3;4;0;0;1;0;2;0;3;8;2;1;5;3;0;1;0;0;3
76.txt;3;4;14;0;0;14;7;1;1;0;4;11;11;4;0;0;0;4;1;3;0;0;0;0;4;0;7;9;3;3;0;0;1;2;0;1;3
150.txt;2;4;18;0;0;11;7;0;0;0;1;16;8;5;0;0;2;0;1;2;0;0;1;0;1;0;2;2;1;3;2;7;1;0;0;0;3
30.txt;2;2;7;0;1;11;1;0;1;0;1;12;4;10;0;0;2;2;1;0;0;0;0;0;0;0;1;2;2;3;0;1;0;0;0;0;3
149.txt;2;5;12;0;0;8;6;0;0;0;1;14;11;11;0;0;1;3;2;1;0;0;1;0;3;0;1;10;4;3;1;2;2;1;0;0;3
50.txt;3;1;13;0;0;14;6;0;0;0;0;15;6;10;0;0;2;10;0;6;0;0;0;0;1;0;2;13;5;4;1;4;0;0;0;0;3
126.txt;5;1;20;0;0;18;11;0;1;0;0;21;9;9;0;0;3;5;1;2;0;0;2;0;3;0;3;18;1;4;0;0;0;1;0;0;3
159.txt;2;8;12;0;0;17;6;0;0;0;0;15;9;7;0;0;0;3;2;2;0;0;1;0;1;0;1;6;2;1;0;1;1;0;0;0;3
125.txt;3;0;5;0;0;16;11;3;0;0;1;16;11;5;1;0;1;9;7;10;1;0;1;0;5;0;8;4;3;3;6;8;0;0;0;0;3
6.txt;5;1;6;0;0;11;7;0;0;0;1;12;12;2;0;0;1;6;4;6;0;0;1;0;2;0;4;4;4;2;3;1;0;0;0;0;3
105.txt;5;2;14;0;0;19;10;0;1;0;0;22;7;7;0;0;0;5;2;5;0;0;1;0;3;0;3;3;2;4;1;5;0;0;0;0;3
41.txt;3;1;13;0;0;11;8;0;0;0;0;20;2;1;0;0;0;3;2;1;1;0;0;0;2;0;2;0;2;5;0;10;1;0;0;0;3
35.txt;2;0;9;0;0;8;5;0;0;0;1;12;5;6;0;0;0;5;0;2;0;0;0;0;2;0;3;8;1;1;1;1;1;0;0;1;3
70.txt;2;3;4;1;0;12;9;0;0;0;1;9;4;2;0;0;0;5;4;3;0;0;0;0;3;0;6;0;1;0;0;5;1;0;0;0;3
104.txt;2;0;8;0;0;13;2;0;0;0;0;13;3;5;0;0;0;7;1;1;0;0;0;0;1;0;2;9;0;0;0;0;0;0;0;0;3
98.txt;1;0;16;0;0;14;7;0;0;0;3;19;4;6;0;0;0;7;2;5;0;0;0;0;3;0;6;10;0;2;1;0;1;0;0;1;3
52.txt;7;0;9;0;0;14;7;0;0;0;0;20;6;3;1;0;0;7;9;2;0;0;0;0;2;0;1;15;5;2;0;1;0;0;0;0;3
94.txt;7;1;24;0;0;18;6;0;0;0;0;28;5;6;0;0;0;2;2;3;0;0;3;0;1;0;1;13;2;3;1;0;1;0;0;0;3
155.txt;2;5;8;0;0;11;9;2;0;0;0;7;8;8;0;0;0;0;0;3;0;0;0;0;2;0;1;5;2;1;1;1;0;0;0;1;3
3.txt;2;1;8;0;0;7;7;0;0;0;0;8;4;1;0;0;1;3;0;3;0;0;0;0;2;0;3;8;2;1;0;1;0;0;0;1;3
46.txt;5;1;7;0;0;6;3;0;0;0;1;14;5;2;0;0;2;6;1;5;0;0;0;0;2;0;2;7;1;2;1;0;0;0;0;1;3
160.txt;2;1;11;0;0;18;8;0;0;0;0;19;6;5;0;0;0;5;2;2;0;1;0;0;3;0;3;7;2;0;0;2;0;1;0;0;3
80.txt;4;0;13;0;0;19;8;0;0;0;0;23;2;8;0;0;1;7;4;4;0;0;1;0;3;0;3;14;4;0;3;3;0;2;0;0;3
122.txt;2;1;13;0;0;12;5;0;0;0;3;17;2;1;0;0;0;6;0;6;0;1;0;0;2;0;4;1;4;1;2;2;0;1;0;0;3
59.txt;1;2;14;0;0;19;12;0;2;0;1;19;6;11;0;0;1;10;3;4;0;1;1;0;2;0;3;1;5;2;1;11;0;0;0;1;3
137.txt;3;7;19;0;0;16;8;0;0;0;2;21;4;20;0;0;1;9;1;7;0;0;1;0;4;0;4;14;0;9;0;3;1;2;0;0;3
92.txt;4;2;16;0;0;8;8;0;0;0;1;21;8;4;0;0;2;3;2;0;0;0;0;0;6;0;6;5;0;1;3;1;0;1;0;0;3
20.txt;2;4;8;0;0;7;3;0;1;0;1;10;4;5;0;0;0;3;1;4;0;0;0;0;1;0;2;4;1;0;0;2;0;0;0;0;3
33.txt;2;1;12;0;0;8;3;0;0;0;1;12;1;3;0;0;0;0;0;4;0;0;0;0;0;0;2;2;0;1;1;0;0;0;0;0;3
8.txt;1;4;5;0;0;10;4;0;0;0;0;9;2;3;0;0;0;5;0;3;0;0;1;0;3;0;3;6;0;3;0;1;0;0;0;0;3
38.txt;0;0;8;0;0;8;3;0;0;0;0;10;1;5;0;0;2;2;0;7;0;0;0;0;3;0;2;6;2;3;1;0;0;1;0;0;3
29.txt;3;0;15;0;0;13;9;0;0;0;4;21;13;4;0;0;1;2;1;8;0;0;0;0;1;0;3;5;1;2;0;3;2;0;0;0;3
1.txt;7;1;29;0;0;27;9;0;0;0;1;40;5;3;0;0;0;5;2;6;1;0;2;0;3;0;2;10;8;4;0;3;1;0;0;0;3
68.txt;2;3;11;1;0;9;2;0;0;0;0;16;5;3;0;0;0;7;1;2;0;0;0;0;0;0;0;12;1;1;1;0;0;1;0;2;3
152.txt;1;0;12;1;0;16;5;0;0;0;2;13;7;3;0;0;0;6;2;4;0;0;0;0;3;0;3;6;1;1;0;4;1;0;0;0;3
74.txt;2;1;6;0;0;3;4;0;0;0;0;6;5;12;0;0;1;4;0;1;0;0;1;0;4;0;3;6;0;0;0;0;0;0;0;1;3
110.txt;6;5;18;1;0;19;9;0;0;0;1;30;7;5;0;0;2;4;1;2;0;0;0;0;2;0;3;3;5;2;2;9;2;0;0;0;3
51.txt;3;2;11;0;0;7;5;0;0;0;0;11;2;12;0;0;2;0;1;0;0;0;1;0;2;0;1;4;0;1;0;0;0;0;0;0;3
58.txt;0;0;7;0;1;11;5;0;0;0;0;18;3;7;0;0;2;1;1;0;0;0;0;0;2;0;1;4;0;3;1;1;1;0;0;0;3
128.txt;1;3;9;0;0;11;6;0;0;0;1;10;4;7;1;0;1;5;0;4;0;1;0;0;2;0;4;4;0;0;1;4;0;1;0;0;3
44.txt;2;1;10;0;0;9;7;0;0;0;0;15;1;8;0;0;0;2;2;3;0;0;2;0;1;0;1;9;3;2;0;0;1;0;0;0;3
18.txt;5;2;17;1;0;13;8;2;0;0;1;20;6;1;0;0;1;2;0;1;0;0;0;0;0;0;1;6;1;3;1;5;1;0;0;1;3
56.txt;2;0;15;0;0;11;5;0;0;0;2;21;1;1;0;0;1;6;0;3;1;0;1;0;2;0;3;7;1;0;1;0;0;0;0;0;3
111.txt;4;6;12;1;0;16;7;0;1;0;0;12;7;11;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;2;3;1;0;0;0;3
67.txt;5;3;18;0;0;10;2;1;1;0;0;22;11;7;0;0;3;2;1;0;0;0;0;0;3;0;4;5;0;0;1;3;1;0;0;0;3
93.txt;3;5;14;0;0;14;9;0;1;0;0;17;6;14;1;0;1;7;0;3;0;0;2;0;4;0;2;11;0;2;0;4;1;2;0;0;3
130.txt;0;1;6;0;0;9;2;0;0;0;0;4;3;9;0;0;1;2;1;2;0;0;0;0;0;0;0;6;2;1;0;0;0;1;0;0;3
